date,amount,type,contra_account_name,message_for_recipient,ks,vs,ss,note,entity_name,text,prediction_new_data
2021-04-16,-277777.78,Bezhotovostní platba,"","pp#15716 FO 952/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-piratu-a-stan-vol-2, beefbrothers-sro",,4721,42021,"pp#15716 FO 952/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-piratu-a-stan-vol-2, beefbrothers-sro",pirati_stan,"pp#15716 FO 952/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-piratu-a-stan-vol-2, beefbrothers-sro pp#15716 FO 952/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-piratu-a-stan-vol-2, beefbrothers-sro",d
2021-04-16,-2867,Platba převodem uvnitř banky,"","pp#15708 FO 944/2021, cen:vs, nakup-2ks-hodin, internet-mall-as",,20210020,42021,"pp#15708 FO 944/2021, cen:vs, nakup-2ks-hodin, internet-mall-as",pirati_stan,"pp#15708 FO 944/2021, cen:vs, nakup-2ks-hodin, internet-mall-as pp#15708 FO 944/2021, cen:vs, nakup-2ks-hodin, internet-mall-as",d
2021-04-16,-3326.4,Karetní transakce,"","Nákup: GOPAY  *OFFICEDEPOT.CZ,  Florianova 2461, https://offic, 25301, CZE, dne 15.4.2021, částka  3326.40 CZK",,8267,,"Nákup: GOPAY  *OFFICEDEPOT.CZ,  Florianova 2461, https://offic, 25301, CZE, dne 15.4.2021, částka  3326.40 CZK",pirati_stan,"Nakup: GOPAY *OFFICEDEPOT.CZ, Florianova 2461, https://offic, 25301, CZE, dne 15.4.2021, castka 3326.40 CZK Nakup: GOPAY *OFFICEDEPOT.CZ, Florianova 2461, https://offic, 25301, CZE, dne 15.4.2021, castka 3326.40 CZK",d
2021-04-16,-6000,Karetní transakce,"","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, částka  6000.00 CZK",,8267,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, částka  6000.00 CZK",pirati_stan,"Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, castka 6000.00 CZK Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, castka 6000.00 CZK",d
2021-04-16,-1500,Karetní transakce,"","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, částka  1500.00 CZK",,8267,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, částka  1500.00 CZK",pirati_stan,"Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, castka 1500.00 CZK Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, castka 1500.00 CZK",d
2021-04-15,-17000,Bezhotovostní platba,"","pp#15706 FO 942/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202103, ivanahlusickova",,2210007,,"pp#15706 FO 942/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202103, ivanahlusickova",pirati_stan,"pp#15706 FO 942/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202103, ivanahlusickova pp#15706 FO 942/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202103, ivanahlusickova",d
2021-04-15,-5000,Bezhotovostní platba,"","pp#15705 FO 941/2021, cen:vs, podpurna-cinnost-souvisejici-s-tvorbou-celostatnich-politik-piratu-brezen-2021, daniel-galuszka",,20210012,42021,"pp#15705 FO 941/2021, cen:vs, podpurna-cinnost-souvisejici-s-tvorbou-celostatnich-politik-piratu-brezen-2021, daniel-galuszka",pirati_stan,"pp#15705 FO 941/2021, cen:vs, podpurna-cinnost-souvisejici-s-tvorbou-celostatnich-politik-piratu-brezen-2021, daniel-galuszka pp#15705 FO 941/2021, cen:vs, podpurna-cinnost-souvisejici-s-tvorbou-celostatnich-politik-piratu-brezen-2021, daniel-galuszka",d
2021-04-15,-55000,Bezhotovostní platba,"","pp#15704 FO 940/2021, stc:p, odmena-pr-managera-32021, ondrej-petr",,202029,,"pp#15704 FO 940/2021, stc:p, odmena-pr-managera-32021, ondrej-petr",pirati_stan,"pp#15704 FO 940/2021, stc:p, odmena-pr-managera-32021, ondrej-petr pp#15704 FO 940/2021, stc:p, odmena-pr-managera-32021, ondrej-petr",d
2021-04-15,-55000,Bezhotovostní platba,"","pp#15703 FO 939/2021, stc:p, odmena-pr-managera-22021, ondrej-petr",,202028,,"pp#15703 FO 939/2021, stc:p, odmena-pr-managera-22021, ondrej-petr",pirati_stan,"pp#15703 FO 939/2021, stc:p, odmena-pr-managera-22021, ondrej-petr pp#15703 FO 939/2021, stc:p, odmena-pr-managera-22021, ondrej-petr",d
2021-04-15,-55000,Bezhotovostní platba,"","pp#15702 FO 938/2021, stc:p, odmena-pr-managera-12021, ondrej-petr",,202027,,"pp#15702 FO 938/2021, stc:p, odmena-pr-managera-12021, ondrej-petr",pirati_stan,"pp#15702 FO 938/2021, stc:p, odmena-pr-managera-12021, ondrej-petr pp#15702 FO 938/2021, stc:p, odmena-pr-managera-12021, ondrej-petr",d
2021-04-15,-43500,Bezhotovostní platba,"","pp#15658 FO 894/2021, cen:mo, proplaceni-analyticka-psavkyne-202103, veronikasmidova",,20210002,,"pp#15658 FO 894/2021, cen:mo, proplaceni-analyticka-psavkyne-202103, veronikasmidova",pirati_stan,"pp#15658 FO 894/2021, cen:mo, proplaceni-analyticka-psavkyne-202103, veronikasmidova pp#15658 FO 894/2021, cen:mo, proplaceni-analyticka-psavkyne-202103, veronikasmidova",d
2021-04-14,-1,Okamžitá odchozí platba,"",Prosim pane doktore kontaktujte me na ales.krupa@pirati.cz kvuli identifikaci daru,,1442021,,Prosim pane doktore kontaktujte me na ales.krupa@pirati.cz kvuli identifikaci daru,pirati_stan,Prosim pane doktore kontaktujte me na ales.krupa@pirati.cz kvuli identifikaci daru Prosim pane doktore kontaktujte me na ales.krupa@pirati.cz kvuli identifikaci daru,d
2021-04-14,-113740,Bezhotovostní platba,"","pp#15698 FO 934/2021, cen:vs, realizace-koalicniho-webu-1-splatka, michal-bohac",,210100019,42021,"pp#15698 FO 934/2021, cen:vs, realizace-koalicniho-webu-1-splatka, michal-bohac",pirati_stan,"pp#15698 FO 934/2021, cen:vs, realizace-koalicniho-webu-1-splatka, michal-bohac pp#15698 FO 934/2021, cen:vs, realizace-koalicniho-webu-1-splatka, michal-bohac",p
2021-04-14,-5324,Bezhotovostní platba,"","pp#15692 FO 928/2021, cen:vs, mobilboard-pro-jihocesky-kraj-stan, mobilboard-sro",308,212900023,42021,"pp#15692 FO 928/2021, cen:vs, mobilboard-pro-jihocesky-kraj-stan, mobilboard-sro",pirati_stan,"pp#15692 FO 928/2021, cen:vs, mobilboard-pro-jihocesky-kraj-stan, mobilboard-sro pp#15692 FO 928/2021, cen:vs, mobilboard-pro-jihocesky-kraj-stan, mobilboard-sro",d
2021-04-14,-822,Bezhotovostní platba,"","pp#15691 FO 927/2021, jhm:p, doprava-fotografa-nikola-vlckova, nikola-vlckova",,927,,"pp#15691 FO 927/2021, jhm:p, doprava-fotografa-nikola-vlckova, nikola-vlckova",pirati_stan,"pp#15691 FO 927/2021, jhm:p, doprava-fotografa-nikola-vlckova, nikola-vlckova pp#15691 FO 927/2021, jhm:p, doprava-fotografa-nikola-vlckova, nikola-vlckova",d
2021-04-14,-417,Bezhotovostní platba,"","pp#15690 FO 926/2021, jhm:p, doprava-fotografa-tomas-spacil, tomas-spacil",,926,,"pp#15690 FO 926/2021, jhm:p, doprava-fotografa-tomas-spacil, tomas-spacil",pirati_stan,"pp#15690 FO 926/2021, jhm:p, doprava-fotografa-tomas-spacil, tomas-spacil pp#15690 FO 926/2021, jhm:p, doprava-fotografa-tomas-spacil, tomas-spacil",d
2021-04-14,-500,Bezhotovostní platba,"","pp#15663 FO 901/2021, ulk:p, trojnozka-louny, mestsky-urad-louny",,1361403040,42021,"pp#15663 FO 901/2021, ulk:p, trojnozka-louny, mestsky-urad-louny",pirati_stan,"pp#15663 FO 901/2021, ulk:p, trojnozka-louny, mestsky-urad-louny pp#15663 FO 901/2021, ulk:p, trojnozka-louny, mestsky-urad-louny",d
2021-04-14,-34500,Platba převodem uvnitř banky,"","pp#15662 FO 898/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202103, luboskudlacek",,202110,,"pp#15662 FO 898/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202103, luboskudlacek",pirati_stan,"pp#15662 FO 898/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202103, luboskudlacek pp#15662 FO 898/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202103, luboskudlacek",d
2021-04-13,-1118.24,Bezhotovostní platba,"","pp#15680 FO 916/2021, pha_praha9:p, naklady-facebook-reklama-q12021, vaclav-vislous",,916,,"pp#15680 FO 916/2021, pha_praha9:p, naklady-facebook-reklama-q12021, vaclav-vislous",pirati_stan,"pp#15680 FO 916/2021, pha_praha9:p, naklady-facebook-reklama-q12021, vaclav-vislous pp#15680 FO 916/2021, pha_praha9:p, naklady-facebook-reklama-q12021, vaclav-vislous",d
2021-04-13,-8500,Bezhotovostní platba,"","pp#15678 FO 914/2021, khk:p, graficke-prace-pro-ks-khk, michal-cepelka",,72021,,"pp#15678 FO 914/2021, khk:p, graficke-prace-pro-ks-khk, michal-cepelka",pirati_stan,"pp#15678 FO 914/2021, khk:p, graficke-prace-pro-ks-khk, michal-cepelka pp#15678 FO 914/2021, khk:p, graficke-prace-pro-ks-khk, michal-cepelka",o
2021-04-13,-32000,Bezhotovostní platba,"","pp#15676 FO 912/2021, pha:p, proplaceni-sprava-socialnich-medii-ks-praha-202103, tomasvovsik",,20210007,42021,"pp#15676 FO 912/2021, pha:p, proplaceni-sprava-socialnich-medii-ks-praha-202103, tomasvovsik",pirati_stan,"pp#15676 FO 912/2021, pha:p, proplaceni-sprava-socialnich-medii-ks-praha-202103, tomasvovsik pp#15676 FO 912/2021, pha:p, proplaceni-sprava-socialnich-medii-ks-praha-202103, tomasvovsik",d
2021-04-13,-35000,Bezhotovostní platba,"","pp#15555 FO 799/2021, olk:p, proplaceni-pr-manager-josef-indra-202103, josefindra",,20210401,,"pp#15555 FO 799/2021, olk:p, proplaceni-pr-manager-josef-indra-202103, josefindra",pirati_stan,"pp#15555 FO 799/2021, olk:p, proplaceni-pr-manager-josef-indra-202103, josefindra pp#15555 FO 799/2021, olk:p, proplaceni-pr-manager-josef-indra-202103, josefindra",d
2021-04-13,-413,Karetní transakce,"","Nákup: FACEBK *XUNPM37XY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, částka  413.00 CZK",,8267,,"Nákup: FACEBK *XUNPM37XY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, částka  413.00 CZK",pirati_stan,"Nakup: FACEBK *XUNPM37XY2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, castka 413.00 CZK Nakup: FACEBK *XUNPM37XY2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, castka 413.00 CZK",f
2021-04-13,-2108.49,Karetní transakce,"","Nákup: FACEBK *L57FE37VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, částka  2108.49 CZK",,8267,,"Nákup: FACEBK *L57FE37VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, částka  2108.49 CZK",pirati_stan,"Nakup: FACEBK *L57FE37VJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, castka 2108.49 CZK Nakup: FACEBK *L57FE37VJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, castka 2108.49 CZK",f
2021-04-12,-4840,Bezhotovostní platba,"","pp#15673 FO 909/2021, pha:p, reklamy-na-socialnich-sitich-brezen-2021-2, tomas-vovsik",,37621155,,"pp#15673 FO 909/2021, pha:p, reklamy-na-socialnich-sitich-brezen-2021-2, tomas-vovsik",pirati_stan,"pp#15673 FO 909/2021, pha:p, reklamy-na-socialnich-sitich-brezen-2021-2, tomas-vovsik pp#15673 FO 909/2021, pha:p, reklamy-na-socialnich-sitich-brezen-2021-2, tomas-vovsik",d
2021-04-12,-1170,Bezhotovostní platba,"","pp#15664 FO 902/2021, pak:p, cestovne-foceni-kandidatu, martin-saifrt",,258811,42021,"pp#15664 FO 902/2021, pak:p, cestovne-foceni-kandidatu, martin-saifrt",pirati_stan,"pp#15664 FO 902/2021, pak:p, cestovne-foceni-kandidatu, martin-saifrt pp#15664 FO 902/2021, pak:p, cestovne-foceni-kandidatu, martin-saifrt",a
2021-04-12,-3000,Karetní transakce,"","Nákup: FACEBK *56ED24TVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 10.4.2021, částka  3000.00 CZK",,8267,,"Nákup: FACEBK *56ED24TVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 10.4.2021, částka  3000.00 CZK",pirati_stan,"Nakup: FACEBK *56ED24TVJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 10.4.2021, castka 3000.00 CZK Nakup: FACEBK *56ED24TVJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 10.4.2021, castka 3000.00 CZK",f
2021-04-09,-6650,Bezhotovostní platba,"","pp#15638 FO 877/2021, cen:mo, ppc-brezen, dean-brabec",,20210014,,"pp#15638 FO 877/2021, cen:mo, ppc-brezen, dean-brabec",pirati_stan,"pp#15638 FO 877/2021, cen:mo, ppc-brezen, dean-brabec pp#15638 FO 877/2021, cen:mo, ppc-brezen, dean-brabec",s
2021-04-09,-40000,Platba převodem uvnitř banky,"","pp#15596 FO 839/2021, vys:p, proplaceni-prikazni-smlouva-prmm-jiri-svoboda-202103, jirisvobodahb",308,20210007,,"pp#15596 FO 839/2021, vys:p, proplaceni-prikazni-smlouva-prmm-jiri-svoboda-202103, jirisvobodahb",pirati_stan,"pp#15596 FO 839/2021, vys:p, proplaceni-prikazni-smlouva-prmm-jiri-svoboda-202103, jirisvobodahb pp#15596 FO 839/2021, vys:p, proplaceni-prikazni-smlouva-prmm-jiri-svoboda-202103, jirisvobodahb",d
2021-04-09,-5551,Bezhotovostní platba,"","pp#15576 FO 820/2021, khk:p, propagace-ks-32021, alena-valentova",,604202101,,"pp#15576 FO 820/2021, khk:p, propagace-ks-32021, alena-valentova",pirati_stan,"pp#15576 FO 820/2021, khk:p, propagace-ks-32021, alena-valentova pp#15576 FO 820/2021, khk:p, propagace-ks-32021, alena-valentova",o
2021-04-09,-3000,Karetní transakce,"","Nákup: FACEBK *Z6A2843VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, částka  3000.00 CZK",,8267,,"Nákup: FACEBK *Z6A2843VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, částka  3000.00 CZK",pirati_stan,"Nakup: FACEBK *Z6A2843VJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, castka 3000.00 CZK Nakup: FACEBK *Z6A2843VJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, castka 3000.00 CZK",f
2021-04-08,-30000,Platba převodem uvnitř banky,"","pp#15642 FO 881/2021, zlk:p, proplaceni-prikazni-smlouva-medialni-specialistky-zlk-202103, lucie_svehlikova",308,20210401,,"pp#15642 FO 881/2021, zlk:p, proplaceni-prikazni-smlouva-medialni-specialistky-zlk-202103, lucie_svehlikova",pirati_stan,"pp#15642 FO 881/2021, zlk:p, proplaceni-prikazni-smlouva-medialni-specialistky-zlk-202103, lucie_svehlikova pp#15642 FO 881/2021, zlk:p, proplaceni-prikazni-smlouva-medialni-specialistky-zlk-202103, lucie_svehlikova",d
2021-04-08,-20000,Bezhotovostní platba,"","pp#15637 FO 876/2021, msk:p, proplaceni-vedouci-mo-msk-202103, zuzanaklusova",,202109,,"pp#15637 FO 876/2021, msk:p, proplaceni-vedouci-mo-msk-202103, zuzanaklusova",pirati_stan,"pp#15637 FO 876/2021, msk:p, proplaceni-vedouci-mo-msk-202103, zuzanaklusova pp#15637 FO 876/2021, msk:p, proplaceni-vedouci-mo-msk-202103, zuzanaklusova",d
2021-04-08,-21000,Bezhotovostní platba,"","pp#15634 FO 873/2021, khk:p, pr-a-textove-prace-3_2021, veronika-volejnikova",,202102,,"pp#15634 FO 873/2021, khk:p, pr-a-textove-prace-3_2021, veronika-volejnikova",pirati_stan,"pp#15634 FO 873/2021, khk:p, pr-a-textove-prace-3_2021, veronika-volejnikova pp#15634 FO 873/2021, khk:p, pr-a-textove-prace-3_2021, veronika-volejnikova",o
2021-04-08,-500,Bezhotovostní platba,"","pp#15440 FO 694/2021, jhm:p, spravni-poplatek, urad-mestske-casti-mesta-brna-brno-stred",308,1260000604,42021,"pp#15440 FO 694/2021, jhm:p, spravni-poplatek, urad-mestske-casti-mesta-brna-brno-stred",pirati_stan,"pp#15440 FO 694/2021, jhm:p, spravni-poplatek, urad-mestske-casti-mesta-brna-brno-stred pp#15440 FO 694/2021, jhm:p, spravni-poplatek, urad-mestske-casti-mesta-brna-brno-stred",d
2021-04-08,-3000,Karetní transakce,"","Nákup: FACEBK *QD9YZ33WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, částka  3000.00 CZK",,8267,,"Nákup: FACEBK *QD9YZ33WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, částka  3000.00 CZK",pirati_stan,"Nakup: FACEBK *QD9YZ33WJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, castka 3000.00 CZK Nakup: FACEBK *QD9YZ33WJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, castka 3000.00 CZK",f
2021-04-07,-35000,Bezhotovostní platba,"","pp#15619 FO 860/2021, cen:ft, prace-volebniho-koordinatora-a-cestovni-naklady-brezen-2021, jakub-sich",,32021,333,"pp#15619 FO 860/2021, cen:ft, prace-volebniho-koordinatora-a-cestovni-naklady-brezen-2021, jakub-sich",pirati_stan,"pp#15619 FO 860/2021, cen:ft, prace-volebniho-koordinatora-a-cestovni-naklady-brezen-2021, jakub-sich pp#15619 FO 860/2021, cen:ft, prace-volebniho-koordinatora-a-cestovni-naklady-brezen-2021, jakub-sich",d
2021-04-07,-20000,Bezhotovostní platba,"","pp#15618 FO 859/2021, cen:ft, odborne-analyzy-za-mesic-brezen-2021, david-pergl",,202103,333,"pp#15618 FO 859/2021, cen:ft, odborne-analyzy-za-mesic-brezen-2021, david-pergl",pirati_stan,"pp#15618 FO 859/2021, cen:ft, odborne-analyzy-za-mesic-brezen-2021, david-pergl pp#15618 FO 859/2021, cen:ft, odborne-analyzy-za-mesic-brezen-2021, david-pergl",d
2021-04-07,-20000,Bezhotovostní platba,"","pp#15617 FO 858/2021, cen:ft, medialni-poradenstvi-za-mesic-brezen-2021, tomas-pergl",,202106,333,"pp#15617 FO 858/2021, cen:ft, medialni-poradenstvi-za-mesic-brezen-2021, tomas-pergl",pirati_stan,"pp#15617 FO 858/2021, cen:ft, medialni-poradenstvi-za-mesic-brezen-2021, tomas-pergl pp#15617 FO 858/2021, cen:ft, medialni-poradenstvi-za-mesic-brezen-2021, tomas-pergl",d
2021-04-07,-12100,Platba převodem uvnitř banky,"","pp#15616 FO 857/2021, cen:ft, pr-sluzby-pro-hejtmana-petra-kulhanka-stan-karlovarsky-kraj, petr-nutil",,20210022,333,"pp#15616 FO 857/2021, cen:ft, pr-sluzby-pro-hejtmana-petra-kulhanka-stan-karlovarsky-kraj, petr-nutil",pirati_stan,"pp#15616 FO 857/2021, cen:ft, pr-sluzby-pro-hejtmana-petra-kulhanka-stan-karlovarsky-kraj, petr-nutil pp#15616 FO 857/2021, cen:ft, pr-sluzby-pro-hejtmana-petra-kulhanka-stan-karlovarsky-kraj, petr-nutil",d
2021-04-07,-50000,Bezhotovostní platba,"","pp#15614 FO 855/2021, cen:ft, sluzby-administrativni-cinnosti-brezen-2021, filip-reinohl",,20210009,333,"pp#15614 FO 855/2021, cen:ft, sluzby-administrativni-cinnosti-brezen-2021, filip-reinohl",pirati_stan,"pp#15614 FO 855/2021, cen:ft, sluzby-administrativni-cinnosti-brezen-2021, filip-reinohl pp#15614 FO 855/2021, cen:ft, sluzby-administrativni-cinnosti-brezen-2021, filip-reinohl",d
2021-04-07,-7000,Platba převodem uvnitř banky,"","pp#15612 FO 853/2021, cen:ft, pr-sluzby-pro-hejtmana-p-kulhanka-brezen-2021, petr-slezak",,20210016,333,"pp#15612 FO 853/2021, cen:ft, pr-sluzby-pro-hejtmana-p-kulhanka-brezen-2021, petr-slezak",pirati_stan,"pp#15612 FO 853/2021, cen:ft, pr-sluzby-pro-hejtmana-p-kulhanka-brezen-2021, petr-slezak pp#15612 FO 853/2021, cen:ft, pr-sluzby-pro-hejtmana-p-kulhanka-brezen-2021, petr-slezak",d
2021-04-07,-30000,Bezhotovostní platba,"","pp#15611 FO 852/2021, cen:ft, medialni-a-politicke-poradenstvi-analyticke-sluzby-brezen, jan-nemec",,202106,333,"pp#15611 FO 852/2021, cen:ft, medialni-a-politicke-poradenstvi-analyticke-sluzby-brezen, jan-nemec",pirati_stan,"pp#15611 FO 852/2021, cen:ft, medialni-a-politicke-poradenstvi-analyticke-sluzby-brezen, jan-nemec pp#15611 FO 852/2021, cen:ft, medialni-a-politicke-poradenstvi-analyticke-sluzby-brezen, jan-nemec",d
2021-04-07,-35000,Bezhotovostní platba,"","pp#15610 FO 851/2021, cen:ft, graficke-prace-mesic-brezen, petra-susserova",,20210015,333,"pp#15610 FO 851/2021, cen:ft, graficke-prace-mesic-brezen, petra-susserova",pirati_stan,"pp#15610 FO 851/2021, cen:ft, graficke-prace-mesic-brezen, petra-susserova pp#15610 FO 851/2021, cen:ft, graficke-prace-mesic-brezen, petra-susserova",d
2021-04-07,-2000,Bezhotovostní platba,"","pp#15609 FO 850/2021, cen:ft, sprava-fb-profilu-t-hrebika-brezen-2021, tomas-nakladal",,2021004,333,"pp#15609 FO 850/2021, cen:ft, sprava-fb-profilu-t-hrebika-brezen-2021, tomas-nakladal",pirati_stan,"pp#15609 FO 850/2021, cen:ft, sprava-fb-profilu-t-hrebika-brezen-2021, tomas-nakladal pp#15609 FO 850/2021, cen:ft, sprava-fb-profilu-t-hrebika-brezen-2021, tomas-nakladal",d
2021-04-07,-20000,Platba převodem uvnitř banky,"","pp#15608 FO 849/2021, cen:ft, pr-hejtmana-olomouckeho-kraje-brezen-2021, lukas-bloksa",,20210004,333,"pp#15608 FO 849/2021, cen:ft, pr-hejtmana-olomouckeho-kraje-brezen-2021, lukas-bloksa",pirati_stan,"pp#15608 FO 849/2021, cen:ft, pr-hejtmana-olomouckeho-kraje-brezen-2021, lukas-bloksa pp#15608 FO 849/2021, cen:ft, pr-hejtmana-olomouckeho-kraje-brezen-2021, lukas-bloksa",d
2021-04-07,-35000,Platba převodem uvnitř banky,"","pp#15460 FO 706/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202102, luboskudlacek",,202108,,"pp#15460 FO 706/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202102, luboskudlacek",pirati_stan,"pp#15460 FO 706/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202102, luboskudlacek pp#15460 FO 706/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202102, luboskudlacek",d
2021-04-07,-45000,Bezhotovostní platba,"","pp#15615 FO 856/2021, pha:p, proplaceni-volebni-produkce-ks-praha-202103, oskarrejchrt",,20210003,42021,"pp#15615 FO 856/2021, pha:p, proplaceni-volebni-produkce-ks-praha-202103, oskarrejchrt",pirati_stan,"pp#15615 FO 856/2021, pha:p, proplaceni-volebni-produkce-ks-praha-202103, oskarrejchrt pp#15615 FO 856/2021, pha:p, proplaceni-volebni-produkce-ks-praha-202103, oskarrejchrt",d
2021-04-07,-6000,Bezhotovostní platba,"","pp#15607 FO 848/2021, cen:ft, sprava-fb-stan-praha-copywriting-brezen, simon-ornest",,9,333,"pp#15607 FO 848/2021, cen:ft, sprava-fb-stan-praha-copywriting-brezen, simon-ornest",pirati_stan,"pp#15607 FO 848/2021, cen:ft, sprava-fb-stan-praha-copywriting-brezen, simon-ornest pp#15607 FO 848/2021, cen:ft, sprava-fb-stan-praha-copywriting-brezen, simon-ornest",d
2021-04-07,-32000,Bezhotovostní platba,"","pp#15578 FO 822/2021, pha:p, proplaceni-prikazni-smlouva-martin-sterba-socialni-site-2021-202103, martinsterba",308,20210019,42021,"pp#15578 FO 822/2021, pha:p, proplaceni-prikazni-smlouva-martin-sterba-socialni-site-2021-202103, martinsterba",pirati_stan,"pp#15578 FO 822/2021, pha:p, proplaceni-prikazni-smlouva-martin-sterba-socialni-site-2021-202103, martinsterba pp#15578 FO 822/2021, pha:p, proplaceni-prikazni-smlouva-martin-sterba-socialni-site-2021-202103, martinsterba",d
